"","feature","start","end","strand","gene"
"1903","gene",2112275,2113156,"-","rfbA"
"1904","gene",2113214,2114113,"-","rfbD"
"1905","gene",2114113,2115198,"-","rfbB"
"1906","gene",2115571,2116464,"-","galF"
"1907","gene",2116639,2118033,"-","wcaM"
"1908","gene",2118044,2119264,"-","wcaL"
"1909","gene",2119261,2120541,"-","wcaK"
"1910","gene",2120817,2122295,"-","wzxC"
"1911","gene",2122297,2123691,"-","wcaJ"
"1912","gene",2123746,2125116,"-","cpsG"
"1913","gene",2125221,2126657,"-","cpsB"
"1914","gene",2126660,2127883,"-","wcaI"
"1915","gene",2127880,2128359,"-","gmm"
"1916","gene",2128362,2129327,"-","fcl"
"1917","gene",2129330,2130451,"-","gmd"
"1918","gene",2130477,2131025,"-","wcaF"
"1919","gene",2131041,2131787,"-","wcaE"
"1920","gene",2131798,2133015,"-","wcaD"
"1921","gene",2132990,2134207,"-","wcaC"
"1922","gene",2134204,2134692,"-","wcaB"
"1923","gene",2134695,2135534,"-","wcaA"
"1924","gene",2135627,2137789,"-","wzc"
"1925","gene",2137792,2138235,"-","wzb"
"1926","gene",2138241,2139380,"-","wza"
"1927","gene",2140039,2141622,"+","yegH"
"1928","gene",2141896,2143749,"-","asmA"
"1929","gene",2143771,2144352,"-","dcd"
"1930","gene",2144444,2145085,"-","udk"
"1931","gene",2145403,2148720,"+","dgcE"
"1932","gene",2148829,2149677,"-","alkA"
"1933","gene",2149811,2151163,"+","yegD"
"1934","gene",2151176,2153122,"-","yegI"
"1935","gene",2153322,2153783,"+","yegJ"
"1936","gene",2153848,2154609,"-","pphC"
"1937","gene",2154606,2155265,"-","yegL"
"1938","gene",2155486,2155545,"-","ibsA"
"1939","gene",2156153,2157400,"+","mdtA"
"1940","gene",2157400,2160522,"+","mdtB"
"1941","gene",2160523,2163600,"+","mdtC"
"1942","gene",2163601,2165016,"+","mdtD"
"1943","gene",2165013,2166416,"+","baeS"
"1944","gene",2166413,2167135,"+","baeR"
"1945","gene",2167326,2167658,"+","yegP"
"1946","gene",2167805,2169166,"+","yegQ"
"1947","gene",2169439,2169657,"-","ogrK"
"1948","gene",2170849,2171748,"+","yegS"
"1949","gene",2173970,2175010,"-","gatD"
"1950","gene",2176417,2176701,"-","gatB"
"1951","pseudogene",2176732,2176980,"-","gatA"
"1952","pseudogene",2178177,2178383,"-","gatA"
"1953","gene",2178393,2179655,"-","gatZ"
"1954","gene",2179684,2180538,"-","gatY"
"1955","gene",2180846,2181898,"-","fbaB"
"1956","gene",2182155,2183432,"+","yegT"
"1957","gene",2183429,2184433,"+","yegU"
"1958","gene",2184430,2185395,"+","yegV"
"1959","gene",2185369,2186115,"-","yegW"
"1960","gene",2186167,2186985,"-","yegX"
"1961","gene",2187050,2187850,"-","thiD"
"1962","gene",2187847,2188635,"-","thiM"
"1963","gene",2188858,2189130,"-","rcnR"
"1964","gene",2189251,2190075,"+","rcnA"
"1965","gene",2190294,2190632,"+","rcnB"
"1966","gene",2190714,2191748,"-","yehA"
"1967","gene",2191764,2194244,"-","yehB"
"1968","gene",2194260,2194934,"-","yehC"
"1969","gene",2195014,2195556,"-","yehD"
"1970","gene",2195849,2196130,"-","yehE"
"1971","gene",2196393,2197502,"-","apbC"
"1972","gene",2197634,2199667,"+","metG"
"1973","gene",2207930,2209018,"+","yehL"
"1974","gene",2209029,2211308,"+","yehM"
"1975","gene",2211301,2212437,"+","yehP"
"1976","pseudogene",2212434,2214434,"+","yehQ"
"1977","gene",2214559,2215020,"+","yehR"
"1978","gene",2215060,2215530,"-","yehS"
"1979","gene",2215577,2216296,"-","btsR"
"1980","gene",2216293,2217978,"-","btsS"
"1981","gene",2218200,2218931,"+","mlrA"
"1982","gene",2218991,2219098,"+","yohO"
"1983","gene",2219079,2219810,"-","yehW"
"1984","gene",2219815,2220741,"-","yehX"
"1985","gene",2220734,2221891,"-","yehY"
"1986","gene",2221898,2222815,"-","osmF"
"1987","gene",2223026,2225323,"-","bglX"
"1988","gene",2225519,2227234,"+","dld"
"1989","gene",2227272,2228204,"-","pbpG"
"1990","gene",2228378,2228965,"-","yohC"
"1991","gene",2229135,2229713,"+","yohD"
"1992","gene",2229843,2230604,"-","yohF"
"1993","pseudogene",2230657,2232092,"-","mdtQ"
"1994","gene",2232316,2232399,"+","yohP"
"1995","gene",2232772,2233719,"-","dusC"
"1996","gene",2233958,2234356,"+","yohJ"
"1997","gene",2234353,2235048,"+","yohK"
"1998","gene",2235178,2236062,"+","cdd"
"1999","gene",2236212,2236931,"+","sanA"
"2000","gene",2236934,2237173,"+","yeiS"
"2001","gene",2237367,2238605,"+","preT"
"2002","gene",2238599,2239834,"+","preA"
"2003","gene",2240077,2241087,"-","mglC"
"2004","gene",2241103,2242623,"-","mglA"
"2005","gene",2242684,2243682,"-","mglB"
"2006","gene",2243962,2245002,"-","galS"
"2007","gene",2245144,2246301,"-","yeiB"
"2008","gene",2246318,2246986,"-","folE"
"2009","gene",2247244,2248080,"+","yeiG"
"2010","gene",2248112,2250103,"-","cirA"
"2011","gene",2250397,2251866,"-","lysP"
"2012","gene",2252071,2252952,"-","yeiE"
"2013","gene",2253051,2254100,"+","yeiH"
"2014","gene",2254174,2255031,"+","nfo"
"2015","gene",2255034,2256122,"+","yeiI"
"2016","gene",2256229,2257479,"-","nupX"
"2017","gene",2257579,2258520,"-","rihB"
"2018","gene",2258650,2259348,"+","yeiL"
"2019","gene",2259419,2260669,"-","psuT"
"2020","gene",2260763,2261701,"-","psuG"
"2021","gene",2261689,2262630,"-","psuK"
"2022","gene",2263053,2264744,"-","fruA"
"2023","gene",2264761,2265699,"-","fruK"
"2024","gene",2265699,2266829,"-","fruB"
"2025","gene",2267197,2268378,"+","setB"
"2026","gene",2268375,2268629,"-","yeiW"
"2027","gene",2268784,2269356,"+","yeiP"
"2028","gene",2269579,2271045,"+","yeiQ"
"2029","gene",2271163,2272149,"+","yeiR"
"2030","gene",2272188,2272901,"+","lpxT"
"2031","gene",2273313,2273879,"+","mepS"
"2032","gene",2274060,2275616,"+","pdeN"
"2033","gene",2275698,2277512,"+","yejA"
"2034","gene",2277513,2278607,"+","yejB"
"2035","gene",2278607,2279632,"+","yejE"
"2036","gene",2279634,2281223,"+","yejF"
"2037","gene",2281227,2281571,"-","yejG"
"2038","gene",2281904,2283094,"-","bcr"
"2039","gene",2283122,2283817,"-","rsuA"
"2040","gene",2283966,2285726,"+","radD"
"2041","gene",2285851,2286135,"+","rplY"
"2042","gene",2286274,2287281,"-","yejK"
"2043","gene",2287463,2287690,"+","yejL"
"2044","gene",2287710,2289470,"+","yejM"
"2045","tRNA",2289545,2289621,"+","tRNA-Pro"
"2046","pseudogene",2289724,2292255,"-","yejO"
"2047","gene",2293834,2294481,"+","narP"
"2048","gene",2294692,2295744,"-","ccmH"
"2049","gene",2295741,2296298,"-","dsbE"
"2050","gene",2296295,2298238,"-","ccmF"
"2051","gene",2298235,2298714,"-","ccmE"
"2052","gene",2298711,2298920,"-","ccmD"
"2053","gene",2298917,2299654,"-","ccmC"
"2054","gene",2299696,2300358,"-","ccmB"
"2055","gene",2300355,2300978,"-","ccmA"
"2056","gene",2300991,2301593,"-","napC"
"2057","gene",2301603,2302052,"-","napB"
"2058","gene",2302049,2302912,"-","napH"
"2059","gene",2302899,2303594,"-","napG"
"2060","gene",2303601,2306087,"-","napA"
"2061","gene",2306084,2306347,"-","napD"
"2062","gene",2306337,2306831,"-","napF"
"2063","gene",2307239,2307727,"+","eco"
"2064","gene",2308442,2310088,"-","mqo"
"2065","gene",2310306,2311949,"-","yojI"
"2066","gene",2312025,2312675,"-","alkB"
"2067","gene",2312675,2313739,"-","ada"
"2068","gene",2313813,2314868,"-","apbE"
"2069","gene",2314980,2316083,"-","ompC"
"2070","gene",2316822,2319494,"+","rcsD"
"2071","gene",2319511,2320161,"+","rcsB"
"2072","pseudogene",2322126,2324546,"-","rcsC"
"2073","gene",2324713,2326539,"+","atoS"
"2074","gene",2326536,2327921,"+","atoC"
"2075","gene",2328117,2328779,"+","atoD"
"2076","gene",2328779,2329429,"+","atoA"
"2077","gene",2329426,2330748,"+","atoE"
"2078","gene",2330779,2331963,"+","atoB"
"2079","gene",2332037,2332813,"-","yfaP"
"2080","gene",2332818,2334467,"-","yfaQ"
"2081","gene",2339006,2339629,"-","yfaT"
"2082","gene",2339626,2341314,"-","yfaA"
"2083","gene",2341463,2344090,"-","gyrA"
"2084","gene",2344237,2344959,"+","ubiG"
"2085","gene",2345087,2348839,"-","yfaL"
"2086","gene",2349535,2351820,"+","nrdA"
"2087","gene",2352054,2353184,"+","nrdB"
"2088","gene",2353184,2353438,"+","yfaE"
"2089","gene",2353492,2354142,"-","inaA"
"2090","gene",2354605,2355681,"-","glpQ"
"2091","gene",2355686,2357044,"-","glpT"
"2092","gene",2357317,2358945,"+","glpA"
"2093","gene",2358935,2360194,"+","glpB"
"2094","gene",2360191,2361381,"+","glpC"
"2095","gene",2361574,2362473,"+","rpnE"
"2096","gene",2362712,2363515,"-","yfaU"
"2097","gene",2363533,2364822,"-","yfaV"
"2098","gene",2364879,2366084,"-","rhmD"
"2099","gene",2366099,2366881,"-","yfaX"
"2100","gene",2367101,2368303,"-","yfaY"
"2101","gene",2368403,2368945,"-","yfaZ"
"2102","gene",2369224,2369649,"+","nudI"
"2103","gene",2369688,2370290,"-","ais"
"2104","gene",2370598,2371737,"+","arnB"
"2105","gene",2371741,2372709,"+","arnC"
"2106","gene",2372709,2374691,"+","arnA"
"2107","gene",2374688,2375578,"+","arnD"
"2108","gene",2375578,2377230,"+","arnT"
"2109","gene",2377227,2377562,"+","arnE"
"2110","gene",2377562,2377948,"+","arnF"
"2111","gene",2377942,2378208,"-","pmrD"
"2112","gene",2378318,2379673,"-","menE"
"2113","gene",2379670,2380632,"-","menC"
"2114","gene",2380632,2381489,"-","menB"
"2115","gene",2381504,2382262,"-","menH"
"2116","gene",2382259,2383929,"-","menD"
"2117","gene",2384018,2385313,"-","menF"
"2118","gene",2385392,2385697,"-","elaB"
"2119","gene",2385752,2386213,"-","elaA"
"2120","gene",2386278,2387195,"+","rbn"
"2121","gene",2387383,2388594,"+","elaD"
"2122","gene",2388665,2390392,"-","yfbK"
"2123","gene",2390530,2391501,"+","yfbL"
"2124","gene",2391604,2392107,"+","yfbM"
"2125","gene",2393786,2394634,"+","yfbP"
"2126","gene",2394718,2396175,"-","nuoN"
"2127","gene",2396182,2397711,"-","nuoM"
"2128","gene",2397875,2399716,"-","nuoL"
"2129","gene",2399713,2400015,"-","nuoK"
"2130","gene",2400012,2400566,"-","nuoJ"
"2131","gene",2400578,2401120,"-","nuoI"
"2132","gene",2401135,2402112,"-","nuoH"
"2133","gene",2402109,2404835,"-","nuoG"
"2134","gene",2404888,2406225,"-","nuoF"
"2135","gene",2406222,2406722,"-","nuoE"
"2136","gene",2406725,2408527,"-","nuoC"
"2137","gene",2408621,2409283,"-","nuoB"
"2138","gene",2409299,2409742,"-","nuoA"
"2139","gene",2410373,2411311,"-","lrhA"
"2140","gene",2413007,2414224,"+","alaA"
"2141","gene",2414308,2414907,"+","yfbR"
"2142","gene",2414966,2416798,"-","yfbS"
"2143","gene",2416885,2417535,"-","hxpA"
"2144","gene",2417546,2418040,"-","yfbU"
"2145","gene",2418123,2418578,"-","yfbV"
"2146","gene",2418916,2420118,"+","ackA"
"2147","gene",2420193,2422337,"+","pta"
"2148","gene",2422527,2424047,"+","yfcC"
"2149","gene",2424080,2424622,"-","yfcD"
"2150","gene",2424680,2425231,"-","yfcE"
"2151","gene",2425287,2425931,"-","yfcF"
"2152","gene",2426067,2426714,"+","yfcG"
"2153","gene",2426771,2427133,"+","folX"
"2154","gene",2427154,2428047,"+","yfcH"
"2155","gene",2428095,2428985,"-","rpnB"
"2156","gene",2429182,2429955,"-","hisP"
"2157","gene",2429963,2430679,"-","hisM"
"2158","gene",2430676,2431362,"-","hisQ"
"2159","gene",2431452,2432234,"-","hisJ"
"2160","gene",2432455,2433237,"-","argT"
"2161","gene",2433503,2434072,"-","ubiX"
"2162","gene",2434167,2435684,"-","purF"
"2163","gene",2435721,2436209,"-","cvpA"
"2164","gene",2436468,2437130,"-","dedD"
"2165","gene",2437120,2438388,"-","folC"
"2166","gene",2438458,2439372,"-","accD"
"2167","gene",2439528,2440187,"-","dedA"
"2168","gene",2440270,2441082,"-","truA"
"2169","gene",2441082,2442095,"-","usg"
"2170","gene",2442161,2443297,"-","pdxB"
"2171","gene",2443396,2444391,"+","flk"
"2172","gene",2444388,2445566,"-","yfcJ"
"2173","gene",2445831,2447051,"-","fabB"
"2174","gene",2447210,2449216,"+","mnmC"
"2175","gene",2449337,2449615,"-","yfcL"
"2176","gene",2449649,2450197,"-","epmC"
"2177","gene",2450197,2451006,"-","yfcA"
"2178","gene",2451006,2451830,"-","mepA"
"2179","gene",2451834,2452919,"-","aroC"
"2180","gene",2452954,2453886,"-","prmB"
"2181","gene",2454052,2454603,"+","smrB"
"2182","gene",2454674,2455495,"-","yfcO"
"2183","gene",2455497,2456036,"-","yfcP"
"2184","gene",2456033,2456521,"-","yfcQ"
"2185","gene",2456518,2457030,"-","yfcR"
"2186","gene",2457030,2457782,"-","yfcS"
"2187","pseudogene",2457802,2460447,"-","yfcU"
"2188","gene",2460529,2461092,"-","yfcV"
"2189","gene",2461773,2462258,"-","sixA"
"2190","gene",2462461,2464605,"-","fadJ"
"2191","gene",2464605,2465915,"-","fadI"
"2192","gene",2466096,2466380,"-","yfcZ"
"2193","gene",2466752,2468092,"+","fadL"
"2194","gene",2469698,2470453,"-","mlaA"
"2195","gene",2470747,2471679,"+","yfdC"
"2196","tRNA",2471755,2471829,"+","tRNA-Arg"
"2197","gene",2471991,2473148,"+","intS"
"2198","gene",2473301,2473663,"+","yfdG"
"2199","gene",2473660,2474580,"+","yfdH"
"2200","gene",2476523,2476963,"-","yfdK"
"2201","pseudogene",2477567,2477833,"-","yfdM"
"2202","gene",2477833,2478327,"-","yfdN"
"2203","gene",2479478,2480302,"+","yfdQ"
"2204","gene",2480430,2480966,"+","yfdR"
"2205","gene",2481756,2481956,"+","torI"
"2206","gene",2482140,2483075,"-","dsdC"
"2207","gene",2483293,2484630,"+","dsdX"
"2208","gene",2484648,2485976,"+","dsdA"
"2209","gene",2486084,2487622,"-","emrY"
"2210","gene",2487622,2488785,"-","emrK"
"2211","gene",2489201,2489815,"+","evgA"
"2212","gene",2489820,2493413,"+","evgS"
"2213","gene",2493469,2494614,"-","yfdE"
"2214","gene",2494688,2495632,"-","yfdV"
"2215","gene",2495702,2497396,"-","oxc"
"2216","gene",2497450,2498700,"-","frc"
"2217","gene",2499213,2499848,"-","yfdX"
"2218","gene",2500144,2500419,"+","ypdI"
"2219","gene",2500496,2500738,"-","yfdY"
"2220","gene",2501091,2502011,"+","lpxP"
"2221","gene",2502367,2502438,"+","ypdK"
"2222","gene",2502503,2503741,"-","alaC"
"2223","gene",2504117,2505814,"+","ypdA"
"2224","gene",2505829,2506563,"+","ypdB"
"2225","gene",2506576,2507433,"+","ypdC"
"2226","gene",2507436,2509931,"-","ptsP"
"2227","gene",2509956,2510993,"-","ypdE"
"2228","gene",2510993,2512078,"-","ypdF"
"2229","gene",2512093,2513340,"-","fryC"
"2230","gene",2513362,2513688,"-","fryB"
"2231","gene",2513907,2514872,"-","glk"
"2232","gene",2515076,2516332,"+","yfeO"
"2233","gene",2516447,2516773,"+","ypeC"
"2234","gene",2516914,2518152,"-","mntH"
"2235","gene",2518488,2519690,"+","nupC"
"2236","gene",2521089,2523278,"-","pdeA"
"2237","tRNA",2523487,2523562,"-","tRNA-Ala"
"2238","tRNA",2523602,2523677,"-","tRNA-Ala"
"2239","gene",2523898,2524257,"+","yfeC"
"2240","gene",2524259,2524651,"+","yfeD"
"2241","gene",2524703,2526118,"-","gltX"
"2242","tRNA",2526377,2526452,"+","tRNA-Val"
"2243","tRNA",2526497,2526572,"+","tRNA-Val"
"2244","tRNA",2526619,2526694,"+","tRNA-Val"
"2245","tRNA",2526699,2526774,"+","tRNA-Lys"
"2246","gene",2527039,2527923,"-","xapR"
"2247","gene",2528175,2529431,"-","xapB"
"2248","gene",2529491,2530324,"-","xapA"
"2249","gene",2531376,2532302,"-","yfeR"
"2250","gene",2532392,2533390,"+","yfeH"
"2251","gene",2533387,2533605,"-","ypeB"
"2252","gene",2533607,2535622,"-","ligA"
"2253","gene",2535693,2536679,"-","zipA"
"2254","gene",2536909,2537670,"+","cysZ"
"2255","gene",2537855,2538826,"+","cysK"
"2256","gene",2539210,2539467,"+","ptsH"
"2257","gene",2539512,2541239,"+","ptsI"
"2258","gene",2541280,2541789,"+","crr"
"2259","gene",2541832,2542683,"-","pdxK"
"2260","gene",2542788,2543162,"+","yfeK"
"2261","gene",2543195,2543929,"+","yfeS"
"2262","gene",2544118,2545029,"-","cysM"
"2263","gene",2545163,2546260,"-","cysA"
"2264","gene",2546250,2547125,"-","cysW"
"2265","gene",2547125,2547958,"-","cysT"
"2266","gene",2547958,2548974,"-","cysP"
"2267","gene",2549278,2550069,"-","ucpA"
"2268","gene",2550198,2551055,"-","murR"
"2269","gene",2551219,2552115,"+","murQ"
"2270","gene",2552119,2553543,"+","murP"
"2271","gene",2553548,2554852,"+","pbp4b"
"2272","gene",2555092,2555991,"-","yfeX"
"2273","gene",2556087,2556662,"-","yfeY"
"2274","gene",2556723,2557172,"-","yfeZ"
"2275","gene",2557159,2557584,"-","ypeA"
"2276","gene",2557798,2558667,"+","amiA"
"2277","gene",2558671,2559570,"+","hemF"
"2278","gene",2559576,2560628,"-","eutR"
"2279","gene",2560674,2561174,"-","eutK"
"2280","gene",2561187,2561846,"-","eutL"
"2281","gene",2561856,2562743,"-","eutC"
"2282","gene",2562764,2564125,"-","eutB"
"2283","gene",2564137,2565540,"-","eutA"
"2284","gene",2565537,2566763,"-","eutH"
"2285","gene",2566980,2568167,"-","eutG"
"2286","gene",2568157,2568993,"-","eutJ"
"2287","gene",2569004,2570407,"-","eutE"
"2288","gene",2570419,2570706,"-","eutN"
"2289","gene",2570813,2571106,"-","eutM"
"2290","gene",2571145,2572161,"-","pta"
"2291","gene",2572158,2572961,"-","eutT"
"2292","gene",2572958,2573659,"-","eutQ"
"2293","gene",2573634,2574113,"-","eutP"
"2294","gene",2574126,2574461,"-","eutS"
"2295","gene",2574754,2577033,"-","maeB"
"2296","gene",2577322,2578272,"+","tal"
"2297","gene",2578292,2580295,"+","tkt"
"2298","gene",2580390,2581433,"-","ypfG"
"2299","gene",2581559,2582134,"-","nudK"
"2300","gene",2582202,2584181,"-","aegA"
"2301","gene",2584387,2586087,"+","narQ"
"2302","gene",2586251,2589364,"+","acrD"
"2303","gene",2589463,2589522,"-","ypfM"
"2304","gene",2589903,2590259,"+","yffB"
"2305","gene",2590263,2591390,"+","dapE"
"2306","gene",2591418,2591618,"+","ypfN"
"2307","gene",2591728,2592426,"-","ypfH"
"2308","gene",2592500,2594515,"-","tmcA"
"2309","gene",2594530,2595393,"-","ypfJ"
"2310","gene",2595561,2596274,"-","purC"
"2311","gene",2596487,2597521,"-","bamC"
"2312","gene",2597538,2598416,"-","dapA"
"2313","gene",2598562,2599134,"+","gcvR"
"2314","gene",2599134,2599604,"+","bcp"
"2315","gene",2599857,2600474,"+","hyfA"
"2316","gene",2600474,2602492,"+","hyfB"
"2317","gene",2602503,2603450,"+","hyfC"
"2318","gene",2603467,2604906,"+","hyfD"
"2319","gene",2604918,2605568,"+","hyfE"
"2320","gene",2605573,2607153,"+","hyfF"
"2321","gene",2607143,2608810,"+","hyfG"
"2322","gene",2608820,2609365,"+","hyfH"
"2323","gene",2609362,2610120,"+","hyfI"
"2324","gene",2610113,2610526,"+","hyfJ"
"2325","gene",2610556,2612568,"+","hyfR"
"2326","gene",2612590,2613438,"+","focB"
"2327","gene",2613476,2614537,"-","yfgO"
"2328","gene",2614750,2616213,"+","bepA"
"2329","gene",2616234,2616593,"+","arsC"
"2330","gene",2616731,2617432,"-","hda"
"2331","gene",2617527,2618816,"-","uraA"
"2332","gene",2618902,2619528,"-","upp"
"2333","gene",2619853,2620890,"+","purM"
"2334","gene",2620890,2621528,"+","purN"
"2335","gene",2621700,2623766,"+","ppk1"
"2336","gene",2623771,2625312,"+","ppx"
"2337","gene",2625351,2627594,"-","pdeF"
"2338","gene",2627946,2628137,"+","yfgG"
"2339","gene",2628448,2628966,"+","yfgH"
"2340","gene",2628982,2629521,"+","yfgI"
"2341","gene",2629614,2631191,"-","guaA"
"2342","gene",2631260,2632726,"-","guaB"
"2343","gene",2632888,2634258,"+","xseA"
"2344","gene",2634255,2634470,"-","yfgJ"
"2345","gene",2634540,2636012,"-","der"
"2346","gene",2636130,2637308,"-","bamB"
"2347","gene",2637319,2637939,"-","yfgM"
"2348","gene",2637957,2639231,"-","hisS"
"2349","gene",2639342,2640460,"-","ispG"
"2350","gene",2640487,2641500,"-","rodZ"
"2351","gene",2641785,2642939,"-","rlmN"
"2352","gene",2643089,2643520,"-","ndk"
"2353","gene",2643669,2645981,"-","pbpC"
"2354","gene",2645982,2650943,"-","yfhM"
"2355","gene",2651150,2651995,"+","sseA"
"2356","gene",2652657,2652782,"+","timP"
"2357","gene",2652813,2653589,"-","sseB"
"2358","gene",2653731,2655014,"-","pepB"
"2359","gene",2655192,2655392,"-","iscX"
"2360","gene",2655404,2655739,"-","fdx"
"2361","gene",2655741,2657591,"-","hscA"
"2362","gene",2657608,2658123,"-","hscB"
"2363","gene",2658219,2658542,"-","iscA"
"2364","gene",2658559,2658945,"-","iscU"
"2365","gene",2658973,2660187,"-","iscS"
"2366","gene",2660299,2660787,"-","iscR"
"2367","gene",2661239,2661979,"-","trmJ"
"2368","gene",2662098,2662901,"+","suhB"
"2369","gene",2663046,2663900,"+","yfhR"
"2370","gene",2664091,2665371,"+","csiE"
"2371","gene",2665363,2666502,"-","hcaT"
"2372","gene",2666662,2667552,"-","hcaR"
"2373","gene",2667688,2669049,"+","hcaE"
"2374","gene",2669046,2669564,"+","hcaF"
"2375","gene",2669564,2669884,"+","hcaC"
"2376","gene",2669881,2670693,"+","hcaB"
"2377","gene",2670703,2671905,"+","hcaD"
"2378","gene",2672002,2672424,"+","yphA"
"2379","gene",2672472,2673344,"-","yphB"
"2380","gene",2673356,2674450,"-","yphC"
"2381","gene",2674483,2675481,"-","yphD"
"2382","gene",2675506,2677017,"-","yphE"
"2383","gene",2677040,2678023,"-","yphF"
"2384","gene",2678120,2681401,"-","yphG"
"2385","gene",2681519,2682712,"+","yphH"
"2386","gene",2682910,2684163,"-","glyA"
"2387","gene",2684491,2685681,"+","hmpA"
"2388","gene",2685726,2686064,"-","glnB"
"2389","gene",2686125,2687459,"-","glrR"
"2390","gene",2687449,2688162,"-","qseG"
"2391","gene",2688327,2689754,"-","qseE"
"2392","gene",2690312,2694199,"-","purL"
"2393","gene",2694457,2696013,"+","mltF"
"2394","gene",2696010,2696513,"-","tadA"
"2395","gene",2696571,2697206,"-","yfhb"
"2396","gene",2697415,2698263,"+","yfhH"
"2397","gene",2698319,2698579,"+","yfhL"
"2398","gene",2698773,2698853,"-","shoB"
"2399","gene",2699274,2699654,"-","acpS"
"2400","gene",2699654,2700385,"-","pdxJ"
"2401","gene",2700397,2701125,"-","recO"
"2402","gene",2701137,2702042,"-","era"
"2403","gene",2702039,2702719,"-","rnc"
"2404","gene",2702991,2703965,"-","lepB"
"2405","gene",2703981,2705780,"-","lepA"
"2406","gene",2705978,2706457,"-","rseC"
"2407","gene",2706454,2707410,"-","rseB"
"2408","gene",2707410,2708060,"-","rseA"
"2409","gene",2708093,2708668,"-","rpoE"
"2410","gene",2708665,2708820,"-","rseD"
"2411","gene",2709076,2710698,"+","nadB"
"2412","gene",2710683,2711420,"-","trmN"
"2413","gene",2711552,2712886,"+","srmB"
"2414","gene",2713095,2713976,"-","yfiE"
"2415","gene",2714079,2714666,"+","eamB"
"2416","gene",2714722,2715105,"-","grcA"
"2417","gene",2715410,2716099,"+","ung"
"2418","gene",2716147,2717184,"-","yfiF"
"2419","gene",2717391,2717810,"+","trxC"
"2420","gene",2717879,2718577,"+","tapT"
"2421","gene",2718609,2721269,"+","pat"
"2422","gene",2721383,2722738,"+","pssA"
"2423","gene",2722784,2723107,"+","yfiM"
"2424","gene",2723104,2724402,"-","kgtP"
"2425","gene",2724727,2724842,"-","rrf"
"2426","rRNA",2724727,2724842,"-","rrf"
"2427","rRNA",2724937,2727840,"-","23S ribosomal RNA"
"2428","tRNA",2728025,2728100,"-","tRNA-Glu"
"2429","rRNA",2728272,2729813,"-","16S ribosomal RNA"
"2430","gene",2730256,2732829,"-","clpB"
"2431","gene",2732959,2733690,"-","pgeF"
"2432","gene",2733687,2734667,"-","rluD"
"2433","gene",2734802,2735539,"+","bamD"
"2434","gene",2735810,2736151,"+","raiA"
"2435","gene",2736255,2736302,"+","pheL"
"2436","gene",2736401,2737561,"+","pheA"
"2437","gene",2737604,2738725,"-","tyrA"
"2438","gene",2738736,2739806,"-","aroF"
"2439","gene",2740016,2740381,"+","yfiL"
"2440","gene",2740531,2741049,"+","yfiR"
"2441","gene",2741039,2742265,"+","dgcN"
"2442","gene",2742281,2742763,"+","yfiB"
"2443","gene",2742839,2743186,"-","rplS"
"2444","gene",2743228,2743995,"-","trmD"
"2445","gene",2744026,2744574,"-","rimM"
"2446","gene",2744593,2744841,"-","rpsP"
"2447","gene",2745090,2746451,"-","ffh"
"2448","gene",2746618,2747409,"+","ypjD"
"2449","gene",2747430,2748716,"+","yfjD"
"2450","gene",2748771,2749364,"-","grpE"
"2451","gene",2749487,2750365,"+","nadK"
"2452","gene",2750451,2752112,"+","recN"
"2453","gene",2752261,2752602,"+","bamE"
"2454","gene",2752664,2752954,"-","yfjF"
"2455","gene",2752944,2753381,"-","ratA"
"2456","gene",2753552,2754034,"+","smpB"
"2457","gene",2754249,2754611,"+","ssrA"
"2458","gene",2754815,2756056,"+","intA"
"2459","gene",2757300,2757512,"+","alpA"
"2460","gene",2757641,2759050,"+","yfjI"
"2461","gene",2759203,2759829,"+","yfjJ"
"2462","gene",2760007,2762196,"-","abpB"
"2463","gene",2762193,2763809,"-","abpA"
"2464","gene",2764169,2764432,"-","yfjM"
"2465","gene",2764574,2765647,"+","rnlA"
"2466","gene",2765640,2766011,"+","rnlB"
"2467","gene",2766366,2767229,"+","yfjP"
"2468","gene",2767321,2768142,"+","yfjQ"
"2469","gene",2768359,2769060,"+","yfjR"
"2470","gene",2774575,2775033,"+","yfjX"
"2471","gene",2775042,2775524,"+","yfjY"
"2472","gene",2775533,2775733,"+","ypjJ"
"2473","gene",2775771,2776088,"+","yfjZ"
"2474","gene",2776109,2776438,"+","ypjF"
"2475","gene",2776802,2781382,"-","ypjA"
"2476","tRNA",2784418,2784493,"-","tRNA-Ile"
"2477","gene",2787641,2788618,"+","csiD"
"2478","gene",2788638,2789906,"+","lhgO"
"2479","gene",2789929,2791377,"+","gabD"
"2480","gene",2791391,2792671,"+","gabT"
"2481","gene",2792909,2794309,"+","gabP"
"2482","gene",2794330,2794992,"+","csiR"
"2483","gene",2794993,2795442,"-","kbp"
"2484","gene",2795526,2795684,"-","yqaE"
"2485","gene",2795867,2796166,"+","ygaV"
"2486","gene",2796176,2796700,"+","ygaP"
"2487","gene",2796747,2797151,"-","stpA"
"2488","gene",2797820,2798269,"+","alaE"
"2489","gene",2798306,2798650,"-","ygaC"
"2490","gene",2798802,2799131,"+","ygaM"
"2491","gene",2799379,2799624,"+","nrdH"
"2492","gene",2799621,2800031,"+","nrdI"
"2493","gene",2800004,2802148,"+","nrdE"
"2494","gene",2802158,2803117,"+","nrdF"
"2495","gene",2803471,2804673,"+","proV"
